Strain,Type,CBD,THC,Daytime/Nighttime,Plant Length
Afternoon-Delight,hybrid,0.009005063132070284,0.24154555041601786,NT,5.149956051905504
Edelweiss,indica,0.01000861132598396,0.20537530689998043,NT,4.510767388918876
Russian-Assassin,indica,0.009972445877969242,0.20082248220660726,DT,4.771083230781833
Peles-Fire-Og,hybrid,0.0089896869139441,0.23132830208934002,DT,6.146079373162271
Throwback-Kush,indica,0.010003319436504354,0.1977056696367482,DT,5.023757181417068
Pure-Love,indica,0.023599057750648945,0.19016085218966539,DT,5.782974709685056
Agent-Orange,hybrid,0.008997666154764019,0.23988326970282248,NT,4.901060659145524
Guava-Gelato,hybrid,0.008988019604797394,0.23506859528891139,DT,3.284381707410377
Fast-Eddy,hybrid,0.009005865921437416,0.24258641733575284,DT,5.2537708918912545
Green-Hornet,hybrid,0.00902015606788407,0.25896881545017514,DT,5.109116484595327
Green-Queen,hybrid,0.008996175823926504,0.2606916538408815,DT,5.456819529306358
Big-Bang,indica,0.00997477163711478,0.2324687736785418,DT,3.6547690694125663
Snow-Mountain,indica,0.010030624767279013,0.2086508005989803,DT,5.761507437994318
The-Third-Dimension,hybrid,0.008998504648450426,0.256684552306693,NT,4.99768924582992
Hollands-Hope,indica,0.0099615089773973,0.19239982087843305,NT,6.062165607975867
Raindance,hybrid,0.009004088053309236,0.24033584602527042,DT,7.562151518550863
Sensi-Skunk,indica,0.020918582553164006,0.17633030187921733,DT,5.6232775813878275
Rockstar-Kush,indica,0.009989222197817916,0.1929009133257114,DT,5.005243655049352
La-Woman,hybrid,0.009004384780589425,0.2311456890548179,DT,3.2004343238945063
Pink-Death-Star,indica,0.01002023931547194,0.2133780462867839,NT,5.673928282787139
Chems-Sister,sativa,0.0004287089265904846,0.3121239670239081,DT,15.076622896223231
Cherry-Ak-47,hybrid,0.008991932785448421,0.25371451162460346,DT,3.733961620061568
Green-Haze,sativa,0.0004954620279241442,0.3119363783955296,DT,16.96334806457236
Vortex,sativa,0.00044122474852069214,0.36508535848027024,DT,6.933280754001899
Sour-Diesel,sativa,0.0004941202930375618,0.3437787571617189,DT,16.46568474763106
Sweet-Jane,sativa,0.00043498666942271236,0.2602382168700655,DT,15.063851718947898
Fighting-Buddha,sativa,0.00045042734125449156,0.24463176332764502,DT,6.95397472067783
Grimmdica,indica,0.009899273120132869,0.23191903206023806,DT,4.4219010755994335
Blueberry-Essence,hybrid,0.009001781027078036,0.2547974955115113,NT,5.112949924566771
East-Coast-Alien,sativa,0.00047195043806830185,0.337287193599227,DT,12.861478124896413
Orange-Durban,sativa,0.0005210937900314533,0.3738975988806982,DT,13.519651348952477
Cloud-9,hybrid,0.009008596204625532,0.24643239950497178,DT,3.434037986521954
Organic-Diesel,hybrid,0.008985366638568736,0.24713108457341634,NT,4.812767164922925
Sour-Tangie,sativa,0.0003114718354950793,0.34321370381772726,DT,13.488459950206886
Super-Sweet,hybrid,0.009008907683654114,0.25212360496555664,DT,5.147343126856344
Crown-Og,indica,0.009896002251241457,0.20801142318546917,DT,4.08959419109554
Fruit-Loops,hybrid,0.00899946425470286,0.250104848316861,DT,5.155855630916459
Chloe,hybrid,0.00900593428792811,0.25558546639710317,DT,5.348133717915004
Purple-People-Eater,indica,0.010002563760226285,0.22497358752400998,DT,5.986227531623127
Flo-Og,indica,0.010077638356601706,0.23152097858282736,DT,3.479627945934843
Golden-Panda,hybrid,0.009007662742419584,0.22610564550054227,NT,4.4480601816180245
Viper,sativa,0.0004901685753901382,0.26298827957048704,DT,14.644063508602336
Lemon-Jack,sativa,0.0005867984847865242,0.24665869380480035,DT,19.06967761378911
Bright-Moments,hybrid,0.008991614228957957,0.24747615894637356,DT,6.701134487698263
Brooklyn-Mango,hybrid,0.008997674505198169,0.23965191905267635,DT,5.957706471124083
Sojay-Haze,sativa,0.0003862911834844249,0.23650317666686418,NT,5.957811471790641
303-Og,indica,0.00999250495571639,0.2420663005724041,DT,5.728153977551557
Berts-Cookie-Dough,hybrid,0.008995792632898581,0.22996051186572586,DT,5.125628330279286
Cookie-Dough,hybrid,0.009005476878193426,0.2681774077545533,DT,4.560434055107291
Gods-Bubba,indica,0.027194847144301284,0.23322892594010894,DT,6.632133229215548
Rafael,sativa,0.000597519448482739,0.2403436193724064,NT,15.611086641028947
Zombie-Kush,indica,0.009988773728448629,0.21240395968219908,DT,4.08224295052973
Trix,sativa,0.0004940163538153389,0.243311416471713,DT,13.173834831526905
Purple-Punch,indica,0.010023462615453175,0.2602352950467667,DT,3.993492051976853
Somango,indica,0.009995044630384609,0.1994485120243543,DT,5.7628021437698855
Cbd-Mango-Haze,sativa,0.000541740506941749,0.3473825579560671,DT,9.845353191640793
Black-Domina,indica,0.009965576577922918,0.22973319382415813,NT,4.443324743238563
Blue-Velvet,hybrid,0.008983322643638752,0.23948716905796644,NT,4.849255044661349
Bertberry-Cheesecake,sativa,0.0003364039011975204,0.33915190297935704,DT,11.187410741802134
Sour-Kush,hybrid,0.00899313661143719,0.25374994550676333,DT,3.6431858053115116
Cbd-Rich-Blessing,sativa,0.0005197677896968915,0.2599725026335905,DT,14.24963361421366
East-Coast-Sour-Diesel,sativa,0.0005366183290983568,0.22123773857601695,DT,14.758728656236954
Raspberry-Cough,sativa,0.000575189344425903,0.3269936011831833,DT,6.6372871386664745
Afcrack,hybrid,0.008995929203287022,0.24783810227632064,DT,5.781527114257929
Carnival,sativa,0.00045946536766341094,0.27599508166611664,DT,15.968775497410878
Charlottes-Web,sativa,0.0005843769753509532,0.26772892916640056,DT,7.671247655116922
Aloha,sativa,0.0003605926845608807,0.256512240684226,DT,13.281115973473165
Godzilla-Blood,hybrid,0.009001412912478286,0.23297754892045433,DT,5.3389229870870585
Silver-Back,hybrid,0.009012611519090191,0.2426647855737813,DT,5.546079444761185
Elderberry-Kush,hybrid,0.008987850208723594,0.2648035922279523,DT,6.170686305512267
Jr,indica,0.019792167896764176,0.1366571231212862,NT,5.908379801916047
Tutankhamon,sativa,0.00041414049977714563,0.2653416706913579,DT,14.229760669223964
501St-Og,hybrid,0.008995368364496917,0.2514253841926358,NT,4.407820937350267
Cheese-Quake,hybrid,0.009008586441079254,0.24849119666723968,DT,6.104186375051659
Spoetnik-1,indica,0.010043601236972116,0.21120410377451346,DT,5.194913075463011
Matsu,indica,0.02033964220885786,0.26090625689578045,DT,3.8533879424481183
Dawgfather-Og,hybrid,0.009020601082740418,0.24732281444762422,DT,5.872519735855634
Ill-Og,indica,0.010049496752876665,0.22021899356523109,NT,4.895827168456775
Space-Monster,indica,0.022715527668246364,0.2593061465655076,DT,4.983247263378
Wedding-Cake,hybrid,0.008998246710172736,0.24078155490551434,DT,4.860478751395652
Mendo-Afgoo,indica,0.01835067078493029,0.23190028909850846,DT,4.963481388414585
Electric-Kool-Aid,hybrid,0.008995509963523274,0.23828537198980831,NT,6.260812899541687
Sunshine-4,hybrid,0.008974827019490641,0.2416122791624143,DT,5.42984022581333
White-Tygh-Dream,indica,0.009992047804996003,0.2278139200805157,DT,6.019703728629554
Cherry-Fire,hybrid,0.009003212336132096,0.26459085998347553,NT,4.772335351605927
Caramelicious,hybrid,0.009019476273965592,0.24316274882102853,NT,3.8272740850400746
Stella-Blue,sativa,0.000369162475575428,0.31097255558689324,DT,7.2789471074421215
Mt-Rainier,hybrid,0.009006231225415951,0.272687621541448,DT,5.043588791573593
Wonder-Haze,hybrid,0.008997020315221293,0.24743186001671355,DT,4.797197547950988
Harley-Storm,sativa,0.0004430238783939332,0.27120567089654135,NT,7.731291886117636
Saturn-Og,hybrid,0.009004308029275414,0.2689922846534443,DT,5.786377498737062
Sour-Lemon-Og,hybrid,0.009019285095400693,0.2463701431808964,DT,6.63209268895287
Lemon-Daddy,hybrid,0.008991052693778877,0.23104186816014025,DT,4.130134658147415
Lady-Liberty,hybrid,0.008990072370011069,0.254981536065454,DT,4.47307336275243
Narnia,sativa,0.00044228568317621834,0.20368836437853413,DT,10.87090169189515
Sleestack,sativa,0.0006567533034357499,0.31053024767822934,DT,16.63348828957165
Black-Cherry-Soda,hybrid,0.008982905241290372,0.24107191616883633,DT,6.582961653673455
8-Ball-Kush,indica,0.010035980481461473,0.19863920283644318,DT,5.207557783723997
Biochem,indica,0.009991283451081894,0.250728451201852,DT,6.35954331580449
Little-Dragon,hybrid,0.009014996678228518,0.25088142635516286,NT,4.779052133856681
Bruce-Banner,hybrid,0.008988888089085397,0.245057946864942,DT,5.5065258113340025
Critical-Mass,indica,0.0273017636307554,0.24306266382911865,DT,5.87208161137401
Sugar-Black-Rose,indica,0.010048020711049613,0.22912413265685813,DT,3.145355943507524
Neptune-Kush,indica,0.009969664475344971,0.23071839775326727,DT,5.087649159986114
Purple-Arrow,hybrid,0.008986404185050268,0.24401750725834956,DT,5.206324712996301
Rudeboi-Og,hybrid,0.008988360411196532,0.24452041716612677,DT,3.4888881678908694
Afpak,hybrid,0.009004367760516285,0.24659792875269892,DT,4.86092424698825
Honey-Bananas,hybrid,0.008978040523132823,0.2584067052115455,DT,5.813875880545272
Alien-Abduction,hybrid,0.009000171308155043,0.2566463895484777,DT,5.2027084626946465
Titans-Haze,sativa,0.000546468106718295,0.3065748974161034,DT,4.777845604469033
Russian-Assassin,indica,0.02157355017173779,0.22507209593533425,NT,3.9378977341121084
Sour-Power,hybrid,0.0090049420256117,0.24362375908219033,NT,5.64315543151077
Kiss,hybrid,0.009012078088419785,0.2498961990571368,DT,5.207425115882148
Blue-Og,hybrid,0.009007159887151188,0.2517947078801558,DT,3.5099517236704196
Gucci-Og,hybrid,0.008991036828373421,0.25905592175250536,DT,4.493904269471549
Pink-Death-Star,indica,0.018014434391284112,0.24257408426916302,DT,3.518301154449773
Zoom-Pie,indica,0.017683466899767537,0.20642057713650197,DT,3.759089705489467
North-American,indica,0.01783862222990899,0.2216296593713921,DT,4.922629541446949
Chocolate-Og,indica,0.0223968617122096,0.21835760966508944,DT,4.000709885057499
Blukashima,hybrid,0.008996031641384657,0.2552702408645763,DT,6.15727791495452
Lemon-Ice,sativa,0.00044244693373332415,0.3178597526578733,DT,8.931404369833672
Barbara-Bud,indica,0.010049297924379747,0.2253870240605129,DT,4.941654790653879
Black-Betty,hybrid,0.00901191039834853,0.23560808517198953,NT,4.626806943662531
Pakistani-Chitral-Kush,indica,0.010037588580905105,0.20343402989065631,DT,5.264294237298912
Mr-Nice,indica,0.016067997699318284,0.23384700813941278,DT,4.407431019088293
Northern-Cross,hybrid,0.008984241942879124,0.26054427495600657,DT,6.301450533413679
Slimer-Og,hybrid,0.00899564508946282,0.257750757869164,NT,6.0574241803112
C13-Haze,sativa,0.0005242980647204332,0.30676169523882374,DT,12.373809847566548
Sojay-Haze,sativa,0.00041858094172191285,0.25391339992759215,DT,10.676938820154161
White-Slipper,hybrid,0.009011921647344377,0.2569353748704409,NT,4.427117782443244
Grapefruit-Kush,hybrid,0.00901241107678264,0.23639280382856812,DT,4.598263067388745
Cackleberry,hybrid,0.00900168789102866,0.24680721329399816,DT,5.657308105773698
Elmers-Glue,hybrid,0.009002043356637698,0.24406370656604945,DT,5.721046557483305
Blackberry-Kush,indica,0.010001327645716422,0.20047518566766506,DT,4.1803731295552895
Kali-Dog,hybrid,0.008998475460030401,0.23170103348136142,DT,4.3587247963404785
Tuna-Kush,indica,0.022907389839898238,0.23146403737751206,DT,4.195799903640397
91-Krypt,indica,0.02370371890225554,0.22488860422747983,DT,4.268468778179374
Og-Ringo,hybrid,0.00901947602038641,0.26610283354419784,DT,7.327089630376557
Red-Headed-Stranger,sativa,0.0004802959981961871,0.2763621615248357,DT,15.85819414720676
Kaboom,sativa,0.00042146033971978704,0.24752273661767432,DT,7.672726359990189
Rare-Dankness-1,indica,0.010009549733758897,0.22806687608056223,DT,5.232499818515598
Shoreline,hybrid,0.009006385952651252,0.24823601021073347,DT,4.913808563462479
Gummo,hybrid,0.008996848591053853,0.2499219608191353,DT,5.642214476227695
South-American,sativa,0.000597549409063155,0.272420622846291,DT,10.901718828511008
Devil-Fruit,indica,0.021575668152100866,0.22127707490901952,DT,3.931310432063694
Zombie-Og,indica,0.02538142447418816,0.21219928713521177,DT,4.086803905760824
Jacks-Cleaner,sativa,0.00041746733606863617,0.3524164547897757,DT,13.691252464314598
Big-White,indica,0.02424181433251943,0.23071825088340708,DT,5.991542026974894
Thai-Tanic,sativa,0.0003774199962101306,0.2779364884910518,DT,20.198277677194007
Bubba-Berry,indica,0.023642399403731702,0.22042481847019907,DT,6.130048786986686
Tesla-Tower,sativa,0.00032410084461057925,0.26561747281373455,DT,11.416569083205593
Platinum-Wreck,hybrid,0.009025402379694434,0.23784184517970125,DT,4.338121768855417
Alien-Rift,indica,0.010040737120819836,0.2314951437575767,DT,5.004429588665245
Chocolate-Diesel,sativa,0.0005621103448793121,0.26057811965312894,DT,12.14867090563938
Royal-Tree-Sherbet,hybrid,0.008995739060817005,0.2616891694289952,DT,5.41711134913869
Northern-Lights-5-X-Haze,sativa,0.00047293918279370126,0.26648166164532633,DT,12.332835436146535
Jack-Kush,hybrid,0.009012576013135303,0.258940533182575,DT,5.673176553522448
Deep-Sleep,indica,0.00998063403737342,0.20860561805850533,DT,5.926046556803912
Jock-Horror,sativa,0.0006041436806542157,0.24149619788368726,DT,8.999700348196349
Sweet-Nina,hybrid,0.00900234068821548,0.25839751413153217,NT,6.168689328419438
Cirrus,sativa,0.00032976149687516366,0.3293757925078997,DT,14.355650587314488
Wmd,indica,0.009909522620315048,0.2181112871894584,DT,2.2939647509278256
Gold-Kings-Thai,sativa,0.0006101584884290091,0.28738299309404985,DT,13.7691742652571
Fast-Eddy,hybrid,0.008987196452571749,0.2641032479276369,NT,5.782688361560527
Lemon-Sativa,sativa,0.00042292570729900283,0.3087333279515697,DT,7.22126168388892
Le-Silver-Royale,hybrid,0.00899763888160895,0.25029367112574713,NT,2.508443085744442
Sweet-Nina,hybrid,0.008995768270782956,0.26509222135720545,DT,4.723626893200023
Pineapple-Purple-Skunk,hybrid,0.009003946268414963,0.2398323114733504,DT,5.447752532497812
Flo-Walker,hybrid,0.009006934459531987,0.24011105721501566,NT,4.780388237917524
Alaska-Thunder-Grape,hybrid,0.009003353489090782,0.26354780039443665,DT,4.929431162458232
Gorilla-Grips,indica,0.019648461242996462,0.16991925508169006,DT,1.8779743157460627
Supergirl,indica,0.018279601052962953,0.22096416963317608,DT,5.474795411908835
Dynamite,indica,0.010040683810474408,0.20690866120166876,DT,4.09916667531891
Aspen-Og,hybrid,0.009002259251557898,0.24341193540337527,DT,4.180389671240251
North-American-Sativa,sativa,0.0005553050230845673,0.2757623053797684,DT,12.667260626414773
Northern-Wreck,indica,0.01867068011886038,0.19725648933405693,DT,4.035147914025151
Lak-Federal-Reserve,indica,0.010075160566902034,0.2196329812859004,DT,5.09172570752844
Og-Glue-Sniffer,hybrid,0.009005494549178318,0.2532828895409996,DT,5.509876757480826
Pineapple-Dog-Shit,hybrid,0.008996852081371114,0.257115381467863,NT,3.9749356288310462
Little-Dragon,hybrid,0.009001893744567576,0.26239684966141086,DT,4.119429715404266
Agent-Orange,hybrid,0.008989686087713701,0.22847398694729093,DT,5.330721276379362
Reclining-Buddha,indica,0.012308566080178447,0.2267269214817637,DT,6.098939300995228
Jamaican,sativa,0.00031730755015000066,0.34786349136207323,DT,7.422931628642287
Firewalker-Og,sativa,0.000605181900998411,0.31352647292423286,DT,9.29219495581827
First-48,hybrid,0.00899830246827923,0.25767897454483923,DT,5.036393195285444
Race-Fuel-Og,hybrid,0.008995792553372267,0.2441642270982996,DT,4.511530612712021
Griz-Kush,hybrid,0.008992814464892205,0.2654059485923172,DT,6.297383343381155
Catfish,sativa,0.0003639129255100013,0.2953125634464648,DT,11.432676615674858
Pink-Panther,hybrid,0.008987887161203627,0.24782489557290305,DT,3.459758844093485
Neptune-Og,indica,0.028150451516201824,0.20453990391037352,NT,5.454357182349754
B-Witched,hybrid,0.009024459344437233,0.2643928675819182,DT,3.5859434273429094
A-Dub,hybrid,0.009013992397913107,0.24999406824327267,DT,4.471782142154835
Pineapple-Fields,sativa,0.0004826395968974373,0.29308392306363823,DT,8.404620439014842
Deadwood,indica,0.010038825243522221,0.21025370734393792,DT,7.4685221909825525
Cotton-Purple-Chem,hybrid,0.008990422908872742,0.23576605932770975,DT,4.1946830494279705
Zombie-Og,indica,0.01003109280075224,0.20021231545234217,DT,5.679413830331849
Tickle-Kush,hybrid,0.008992068345985402,0.25310453387756277,NT,5.229217022373383
Viper,sativa,0.0005199812919924785,0.2532481399847366,DT,14.733808477101466
Blue-Blood,indica,0.009971760649785416,0.24880562781756443,DT,5.443109288254185
Mud-Bite,indica,0.022437813136195296,0.20621236645936608,DT,4.802202020258424
Alaskan-Thunder-Fuck,sativa,0.0005884265115870434,0.29085484252614113,DT,12.114028732167226
Cambodian-Haze,sativa,0.0003184172820492718,0.304831975312087,DT,16.60834508142228
Magnum,hybrid,0.008993709221686822,0.2632981587737212,DT,5.047563752362591
Q3,sativa,0.0006296101998812578,0.32885044688073106,NT,13.556107849293346
Nicole-Kush,indica,0.010010064786838286,0.20415192178698646,DT,4.208946632598148
Tyson,indica,0.009984606246210817,0.18596504413249051,NT,5.699356813995862
Big-Sur-Holy-Bud,sativa,0.0005597047481324745,0.3031719662571078,DT,14.714076541057544
Nuken,indica,0.01367903382373095,0.21936996993995916,DT,4.258964604932357
Elmers-Glue,hybrid,0.008974366872402014,0.2568895762410738,DT,3.0053026233712177
Headband,hybrid,0.008994234375286125,0.2423747629310458,DT,6.612570263375266
Funfetti,hybrid,0.008988283597598255,0.2621027854504336,NT,5.629560662631805
Chicle,hybrid,0.009013154037778883,0.23656958966151592,NT,4.810141516676601
Kush-Cleaner,hybrid,0.009013049399839898,0.2404618326826659,NT,4.935187146405771
Legendary-Lemon,sativa,0.00034432826275678354,0.28426746831634864,DT,6.7065109989998986
Cbd-Ox,indica,0.019927606612673166,0.19495659898625015,DT,5.619399303184811
Electric-Lemon-G,sativa,0.0005982539211144509,0.37369401319944784,DT,11.678280574351904
Acid,hybrid,0.009003781776274233,0.23259553732918317,NT,7.044893490682034
Cherry-Og,hybrid,0.008992293094035,0.24326814023517568,NT,4.526194693122399
3X-Crazy,indica,0.020397671546234862,0.20644187976600656,DT,4.908621275968365
Dutch-Treat-Haze,hybrid,0.00899395642597288,0.2514548312690572,DT,3.1585579045797223
Fucking-Incredible,indica,0.010035139609923761,0.21885796388512296,DT,5.186747202536528
Ice-Cream,hybrid,0.009010142820686896,0.25618937973363665,NT,5.030316499904013
Queens-Panties,hybrid,0.009000030127532515,0.24327447250433426,DT,3.892053724065379
U2-Kush,indica,0.00998528288696814,0.23585136373301777,DT,6.448255226094898
91-Krypt,indica,0.019521380173071104,0.23869007152186872,DT,7.019925640773591
China-Yunnan,indica,0.009975589349420931,0.27407780650067354,NT,5.488635613137987
Super-Lemon-Og,hybrid,0.009002248779751558,0.24334215083342964,NT,5.332108601973565
Trident,hybrid,0.009005564471812388,0.24464825972142415,NT,3.800664312295824
Jack-Haze,hybrid,0.009004987409589086,0.2480392349771396,DT,5.478519256866134
Loyality,hybrid,0.008995948476707746,0.2508541407781268,DT,4.025178741338783
Little-Devil,hybrid,0.008994723049504008,0.24643361475101477,DT,5.134850233843966
Cherry-Ak-47,hybrid,0.009017848579732708,0.24837654064155296,DT,3.247385183754136
Mazar-Kush,indica,0.024428130386913407,0.2244246193981868,DT,5.554920422903438
Sweet-Dream,hybrid,0.009007527767442531,0.24912315801129423,NT,6.568844393327968
Pink-Pez,hybrid,0.008998228140525087,0.26071729273117883,DT,4.457266320686195
Dragon-Og,hybrid,0.009001572589521145,0.26793018556383674,DT,4.221712104688661
Frankenstein,indica,0.010011596891205595,0.201066762222056,DT,5.701140506191041
Super-Blue-Dream,hybrid,0.008989312090728587,0.2668667341332617,DT,5.920070378006777
Alaska-Thunder-Grape,hybrid,0.008993284205906888,0.2381689990025039,DT,4.535527537461048
Go-Time,hybrid,0.008984335712717591,0.23197304679490988,DT,5.59032765888019
Fruit-Spirit,hybrid,0.009001250412771849,0.2573837424162808,DT,5.543561092927897
Bloodhound,hybrid,0.009006997068816169,0.2571468534285677,NT,5.223178784438327
Blackberry-Haze,sativa,0.00038051789160117703,0.28305314291835687,DT,12.43151196040854
Purple-Princess,hybrid,0.009014026365892817,0.2636338851884055,DT,3.238172527754637
Black-Velvet,hybrid,0.009011613410526613,0.2589418048530154,DT,4.471748796530681
Blizzard-Bush,hybrid,0.00899822780420132,0.24148354888950815,NT,4.75169528164233
Poison-Haze,sativa,0.0005153970212731223,0.2502322898338069,DT,7.988755260674575
Green-Door-Kush,hybrid,0.00899563989156926,0.24608171980692833,DT,4.8144933064811015
Tutti-Frutti,hybrid,0.008997301661718015,0.24605229185223781,DT,5.192669564083742
Berts-Cookie-Dough,hybrid,0.009003056725345146,0.2519279558476794,NT,5.431202327566212
Blueberry-Diesel,hybrid,0.008994622949922518,0.23941927633323495,DT,2.9378440563516475
Deadhead-Og,hybrid,0.009006440726478833,0.2577205112953467,DT,7.0802948161438515
Pineapple-Dog-Shit,hybrid,0.00900402996064117,0.24915096853060045,DT,3.7880363660054774
Cheeseburger,hybrid,0.00899791282081184,0.23896255325156374,DT,4.388540193677766
Jack-Burton,indica,0.009942563247437303,0.2252430212564288,NT,3.7250433035922867
Bell-Ringer,indica,0.009948266898926294,0.23820476301940993,NT,3.7648852506706136
Khalifa-Kush,hybrid,0.009007540517052577,0.24307912087331748,DT,5.512052307497229
Everlast,indica,0.010078579804727768,0.2032252639416953,DT,4.52029888609664
Stardawg,hybrid,0.008992919599280565,0.25565909152649074,NT,2.4107004989873757
Arctic-Sun,hybrid,0.009008871677084154,0.24652397460757544,NT,4.942911529188123
Nyc-Diesel,hybrid,0.008994578156523278,0.2601483330192086,DT,4.510661691302889
Platinum-Calyx,hybrid,0.009004084011028753,0.25396264587829764,DT,3.3417944105807003
Eran-Almog,indica,0.009959313381647215,0.21401172128622462,NT,5.263271844430441
Orange-Bud,hybrid,0.00899194846506737,0.23639466434470588,DT,5.516452216573384
Pineapple-Dog-Shit,hybrid,0.009019854416699044,0.26511331596875204,DT,5.948523235133495
Kilimanjaro,sativa,0.000645780418497861,0.28729658953335335,DT,10.661767533869364
White-Smurf,hybrid,0.009005153433792578,0.26757973557702436,DT,6.690302789793449
Orange-Durban,sativa,0.000634175676751562,0.2527081533194952,NT,13.97674636196806
Sequoia-Strawberry,sativa,0.0005897290985225523,0.26833438770272244,DT,8.654935795291888
Afghani-Cbd,indica,0.010029998740962024,0.22301332537767993,DT,7.513050307517888
Balmoral,hybrid,0.008996295590508036,0.254240227880525,DT,2.647679638756381
Tutankhamon,sativa,0.000506191731083923,0.2660258035309727,DT,11.288728535694235
Fire-Og,hybrid,0.008999604934570232,0.26037654471071897,DT,4.748753460859458
Diablo,indica,0.010027923529359854,0.22319170382388964,NT,5.336182490373808
Heavy-Duty-Fruity,hybrid,0.008988916521253257,0.24216991816151523,NT,4.873498961252107
White-Walker-Kush,hybrid,0.008997989888858733,0.24405340576542145,DT,5.552735345160759
Alien-Kush,indica,0.019054137978863312,0.20835238099684117,DT,4.176370813480263
Chemdawg,hybrid,0.008986513726597457,0.25557555222448153,DT,4.742598661409371
Big-Band,hybrid,0.008985552618438078,0.24804411370346993,DT,4.00109879286378
Lee-Roy,indica,0.02159663434671527,0.18606414860269227,NT,3.219307697323229
Purple-Crack,hybrid,0.009005394548193726,0.2488187022584592,NT,3.239537510073263
Maui-Bubble-Gift,hybrid,0.008984227745871026,0.23401673897214795,DT,5.3715731561237385
Crunch-Berry-Kush,hybrid,0.009000178213175152,0.2509444645836815,DT,4.00309209088335
Blackberry-Lime-Haze,sativa,0.0005037889130082673,0.29568818057012475,DT,14.431111435584228
Bio-Jesus,hybrid,0.008985270564675678,0.25162184293431933,DT,5.28840913584633
Kandahar,indica,0.009992284256139216,0.23511382991722435,DT,3.1284582868827693
Cerebro-Haze,sativa,0.0006555818514525791,0.36338768679392414,DT,14.301163304122728
American-Kush,indica,0.010046085609869745,0.24242796533526367,DT,6.915651627314599
Querkle,indica,0.009957740150380487,0.26920963751645594,NT,5.834314208930978
Big-Budda-Cheese,hybrid,0.008999564716684163,0.25590768000984637,DT,5.209276026620799
Easy-Bud,hybrid,0.009010094000062809,0.2706833570091865,DT,2.890563224801738
Guido-Kush,indica,0.009937717667140102,0.2039517140578707,DT,4.481901465728009
Lemon-Jeffery,hybrid,0.009010876106689394,0.26118073444161133,NT,5.598850373191825
Khufu,indica,0.013867683936057858,0.17815104006483984,NT,4.2791795987068015
Banana-Candy,indica,0.009915776080533793,0.1989318919301634,DT,5.603345117352486
Early-Girl,indica,0.01690100768493938,0.20577946401480993,DT,5.141599097822147
Trident,hybrid,0.008991469354446358,0.26590301544597744,NT,5.06320644018671
Wsu,indica,0.017374448783736667,0.17656871802236473,DT,4.177672787463396
White-Lotus,hybrid,0.008995712457130687,0.2543133902980356,DT,6.422171902337511
Mochi,hybrid,0.008999397443280868,0.2507619026831678,NT,3.010448335020764
Bakerstreet,indica,0.01000361091822169,0.19327793327580597,DT,6.2370797566583835
Blue-Widow,hybrid,0.008988170451648663,0.25991927908738993,DT,4.554379848031683
White-Widow,hybrid,0.009003786173329927,0.24804553837307675,DT,5.78973399306563
White-Romulan,hybrid,0.008991499964077969,0.2425875207559707,DT,4.541706296409478
Appalachian-Power,sativa,0.0006624651593133471,0.3003852898924984,DT,11.103029149126732
Orange-Durban,sativa,0.0004986724118063327,0.30074132768324635,DT,8.578597360728757
Jamba-Juice,hybrid,0.00899000161423186,0.24685545957881805,DT,3.0353002117850076
Super-Lemon-Og,hybrid,0.009000688423639672,0.2556252124915509,NT,3.8368672305408293
Nevilles-Haze,sativa,0.0005909276747829567,0.22494316838258932,DT,8.367684926933638
Silver-Calyx,hybrid,0.009003626128001528,0.2750431369547279,DT,6.429062340147195
Cherry-Pie-Kush,hybrid,0.008989411494683316,0.22869867955899686,DT,5.420202204517422
Zeus-Og,hybrid,0.009000501473216163,0.2375473537442983,DT,5.548861634792129
Pitbull,indica,0.02299768174888254,0.18509991844046975,DT,4.36453017939237
Erez,indica,0.010022099405564087,0.19812629301733953,DT,5.23234822940238
Zeta-Sage,sativa,0.0005888222053092623,0.2652074893194379,NT,6.665902299888946
K-Train,indica,0.019661426632004833,0.20585793113315934,DT,4.416656165633394
Cherry-Kola,indica,0.010057292094698382,0.24642385035243664,DT,6.199581242744471
Ghost-Og,hybrid,0.009021591019561822,0.26879171177800715,DT,4.890198996241293
Alohaberry,hybrid,0.009000471922885401,0.2575579461853744,DT,5.266495231029854
K2,hybrid,0.008993828801917982,0.2352384310371781,DT,5.197723957492664
Ghost-Cookies,hybrid,0.009002274538837368,0.2540012991651688,DT,4.96718043650409
Orange-Creamsicle,hybrid,0.009008970837460177,0.25943449427115756,DT,6.018651960592954
Ginger-Ale,hybrid,0.00899821632372097,0.2548097127448996,DT,5.464787239630907
Fruity-Widow,hybrid,0.009009853302151474,0.2376513069870489,DT,2.642214246054644
Amethyst-Bud,hybrid,0.009011305986390158,0.27257802285674876,DT,5.0853822846149335
Ingrid,indica,0.02571569093988311,0.2501886077457495,DT,6.571174469442211
Black-84,indica,0.01005729415982848,0.18457578504303465,DT,3.592382149213684
Nexus-Og,indica,0.02611523922025528,0.18918613400162543,DT,4.866020282919915
Iced-Grapefruit,hybrid,0.00899930599218238,0.24499742682036935,DT,5.15209493466715
Burmese-Kush,hybrid,0.009004566532275623,0.22548984508914152,DT,4.22803896280855
Domino,indica,0.010003367191563872,0.23841970162544182,NT,4.94857440068761
Grape-God,hybrid,0.009004238481844907,0.2414255535069648,DT,6.15639447600802
Tangelo,hybrid,0.008997599673072058,0.24311485393784596,NT,4.792574255870932
